"","beta","eta_11","q0","e0","fc","delay","tmax_error","u0_error","zeta","lp__"
"290",6.97654974688494,0.314453680972079,0.794719962000833,0.241635047044665,0.480037767525335,0.122958047437268,0.684497514390559,1.21635562090129,1.43060899361602,-172.030671958626
"291",7.03476062544132,0.334781623521677,1.01134808893388,0.251323389082994,0.477984326632237,0.0144767082013948,0.474023974728828,0.207054229303939,1.26488319586274,-172.856775657876
"292",7.0376990828732,0.350935768763889,1.02116951532057,0.248363115441767,0.472090554021593,0.0465083657415063,0.544156432484489,0.235059132974905,1.22535705609217,-174.183708875026
"293",7.05294729320303,0.325879125162459,0.868236074390872,0.257947983084719,0.481194187795197,0.00130137258671487,0.439219859588542,0.651652782486716,1.25162731741794,-174.90235251738
"294",7.09782680891569,0.376024821291329,1.02912701810484,0.264952658878595,0.480960739350329,0.00115329837839039,0.60841880969027,0.236957243012987,1.03945362268298,-174.37175053292
"295",7.01595938368281,0.349179932081547,0.752489680751402,0.212618438427351,0.477827398669989,0.318670026147425,0.651164987291666,1.44190230894886,1.51163860293039,-172.354575379008
"296",7.0199910056759,0.406371642782934,0.87130801285718,0.248001141502248,0.484468947358542,0.165662867803029,0.355012041970937,0.588255426920952,1.06292727481583,-172.253160334511
"297",7.07175253520365,0.365871815909577,0.988758979551736,0.269754680478097,0.480291747901396,0.0169117299941953,0.489709136145518,0.295073644916203,1.04627002332515,-171.402309157672
"298",7.04329059508601,0.350593195206793,0.863393370292047,0.271366431847831,0.479704496900459,0.0211250832630062,0.553470175097631,0.736998065222294,1.08736152407061,-171.065319292183
"299",7.08563001012181,0.407935516735126,0.938308057084316,0.246427739898499,0.475370834161605,0.136675488606387,0.638154384889192,0.377611258569114,1.05795043030585,-172.190600783094
"300",6.98505399283658,0.322607018788604,0.855228652974572,0.284403174622894,0.483999752319204,0.224661802993728,0.51441380837733,0.863052325312358,1.1165813921388,-169.764248611083
"301",6.87314164605742,0.383492014786514,0.895303554211426,0.230250491965586,0.480121365335982,0.103636309207156,0.616294107515836,0.449321737644472,1.26834451068227,-172.246273064216
