"","beta","eta_11","q0","e0","fc","delay","tmax_error","u0_error","zeta","lp__"
"1",1.96304020171453,0.688034967733704,0.374714716088304,0.316363783977786,0.883019032677491,0.214455700341179,0.420600091279344,0.213737339075151,1.59992120951987,-615.617039432929
"2",1.94651665378877,0.688895630886724,0.386733647825268,0.31887457928271,0.872019350660432,0.215355686457933,0.419748673451376,0.213905094341201,1.59292613007063,-602.927871588921
"3",1.94446242788047,0.690281972313927,0.402306708462749,0.317834211439567,0.859595535254834,0.215035848027508,0.420688191163568,0.214002215449075,1.5990542776797,-586.545854719433
"4",1.93324440971638,0.689743029721832,0.416218055873163,0.319620936592478,0.865932613084868,0.215082676209177,0.420970030604745,0.214334003965274,1.59639970141475,-570.886052513398
"5",1.92920294339673,0.69133054123664,0.425411825423049,0.319613851028989,0.901610476442052,0.215203310476169,0.41995943894987,0.215477995772888,1.59612247403211,-556.906633892134
"6",1.92930272718691,0.692279064763767,0.42933261486916,0.319291460668664,0.908167702598098,0.215586120286361,0.419424192006447,0.215601846119982,1.59621842165856,-552.234448330571
"7",1.96102256531881,0.692242217143696,0.499920054795625,0.31719238388861,0.952749253375831,0.217163964337436,0.418075123383248,0.21551542396434,1.58575077728365,-485.446537156351
"8",1.95107964961584,0.694580173710627,0.538127932980267,0.315713430164765,0.970444321910387,0.216897002989363,0.418699963289412,0.215543502809815,1.59936496370473,-450.737454029151
"9",1.96083726505296,0.695798423821893,0.560878246696366,0.315363801080505,0.986503085418775,0.216638406334334,0.418477271488392,0.214951987220384,1.59119360202269,-435.072128885755
"10",1.96789320186892,0.699787564325765,0.628222354018594,0.312509441119857,0.967943378115139,0.215945943438261,0.420624405936454,0.213917170230098,1.5974815474693,-391.8020792539
"11",1.97052731062434,0.697609180968844,0.640158258404217,0.312577293996658,0.961607919781691,0.2164728541304,0.421012187133681,0.2132069392984,1.59982249839408,-385.361451060133
"12",1.98150068446362,0.697272326715318,0.646483433670345,0.312258092958334,0.978552641065265,0.216258396605519,0.421543367308219,0.212831310148702,1.59409841342064,-383.045563010807
"13",1.98997513507533,0.696705698568787,0.668341608488077,0.311727257476241,0.967083005422295,0.21591224519361,0.422669548434173,0.213290304003648,1.59253424253348,-371.476570158488
"14",1.98378159799147,0.696531350075069,0.686016652624323,0.312742646665912,0.974041985373655,0.215689437145375,0.423511827135937,0.213377470461016,1.59036849013043,-364.089067305424
"15",1.99480691098057,0.69699530128211,0.901181910063392,0.314213502103466,0.788545672589888,0.212309874041994,0.418622424236224,0.215958251291247,1.56976041260715,-298.413201980456
"16",2.89135956458736,0.562788736600386,1.10621030460858,0.317679881903652,0.589625465481621,0.237741065688061,0.418090772316242,0.218731375005832,1.31993019421309,-239.694304701868
"17",4.08047635822839,0.48589393322839,1.16930056699244,0.327259559308875,0.483972552183859,0.217661501425297,0.445657553329631,0.229277405133274,1.03681877186256,-217.985634171043
"18",4.02602062577068,0.437696617080388,1.16051667614098,0.328052096644049,0.443082762868753,0.225961072671405,0.461865538762056,0.246778852555219,1.16236787844435,-215.913232283033
"19",4.23697237677321,0.435698156018838,1.16597027067479,0.331038548210224,0.43108183982349,0.221761006808596,0.436739491034176,0.240601453647784,1.09466484126032,-214.320587391657
"20",4.73153818738661,0.422443200892103,1.10990255379676,0.321939886089953,0.464566977716417,0.224029257210686,0.4226771371295,0.25188722594233,1.05371397023667,-209.819713700695
"21",5.49324262777144,0.399377525040398,1.08997484086515,0.310146983599971,0.482870718741834,0.217741719786551,0.445211299925064,0.256336499037718,1.01385676427791,-205.835514256423
