"","Needles","Branches","StemV","StemB","Fine.root","Root.above.5cm","Root.below.5cm","Stump"
"69",7650.0363581564,11679.8477500718,31848.9416509777,3471.58988131401,2524.51199819161,8290.02305113041,4129.60080032189,3971.2938627848
"70",7820.34982884811,11985.1616489994,32918.818162964,3571.7733078734,2580.71544351988,8574.78640258645,4219.29405212061,4096.25244890612
"71",7989.6498103552,12289.9419978736,33994.8982891268,3672.12222952317,2636.58443741722,8860.53145481258,4308.40681260587,4221.82178840262
"72",8157.93383979904,12594.1427214141,35076.8492755672,3772.61462936982,2692.11816713368,9147.15518039766,4396.93962597033,4347.96906468239
"73",8325.20048764902,12897.7209995352,36164.3518797675,3873.2296185931,2747.31616092418,9434.56004531616,4484.89349992464,4474.6627840167
"74",8491.44926025747,13200.6370470313,37257.0997560904,3973.94737308752,2802.17825588496,9722.65370351391,4572.2698584983,4601.87271384812
"75",6059.67635806388,9451.99773707921,26848.3592113189,2852.3243520115,1999.69319816108,7007.9440969186,3261.34934958596,3310.69887719564
"76",6279.16975376091,9855.64087051952,28328.6876494211,2987.55911424103,2072.1260187411,7395.88051202677,3376.57886725221,3482.7468972435
"77",6428.91984209301,10132.6353586766,29355.1432374334,3080.81185882531,2121.54354789069,7663.80377080099,3455.13855884369,3601.9318681039
"78",6577.77751505219,10409.2473266472,30388.6212601719,3174.29429718246,2170.66657996722,7932.67897924108,3533.1862889143,3721.84857599446
"79",6725.73560087132,10685.4209245148,31428.7355313827,3267.98032080969,2219.49274828753,8202.39360899909,3610.72008852978,3842.45817715115
"80",6872.78831489859,10961.1042442565,32475.1156199803,3361.84516834112,2268.02014391654,8472.8414461079,3687.73863813308,3963.72338048117
"81",7018.93113315507,11236.249053071,33527.4061748298,3455.86535142716,2316.24727394117,8743.92223457978,3764.2412049687,4085.6083797475
"82",7164.16067754237,11510.810546676,34585.2662787862,3550.01858523657,2364.17302358898,9015.54134070223,3840.22758643987,4208.07878901213
"83",7308.47461152761,11784.747120895,35648.3688310401,3644.28372325746,2411.79662180411,9287.60943692769,3915.69805878829,4331.10158117916
"84",7451.87154526297,12058.0201600122,36716.3999567701,3738.64069609834,2459.11760993678,9560.04220427984,3990.65333055583,4454.64502948424
"85",7594.35094921191,12330.5938405161,37789.0584430859,3833.07045401292,2506.13581323993,9832.7600522333,4065.09450034767,4578.67865178332
"86",7735.91307545481,12602.4349489749,38866.0552002318,3927.5549128937,2552.85131490009,10105.6878550621,4139.02301846955,4703.17315750019
"87",7876.55888593513,12873.5127129072,39947.1127470244,4022.076903498,2599.26443235859,10378.754703695,4212.44065205832,4828.1003970979
"88",8016.28998698603,13143.7986436064,41031.9647195087,4116.62012368856,2645.37569570539,10651.8936721619,4285.3494533663,4953.43331394629
"89",8155.1085695458,13413.266389976,42120.3554018343,4211.16909348642,2691.18582795011,10925.0415977568,4357.75173089567,5079.14589846328
"90",8293.01735453203,13681.8916025123,43212.0392783745,4305.70911274939,2736.69572699557,11198.1388740947,4429.65002311147,5205.21314441405
"91",8430.01954289872,13949.6518066476,44306.7806061407,4400.22622130259,2781.90644915658,11471.1292562788,4501.0470744898,5331.61100725774
"92",8566.11876994809,14216.5262847352,45404.3530065703,4494.70716136081,2826.81919408287,11743.9596774412,4571.94581368307,5458.31636443721
"93",8701.31906351253,14482.4959660185,46504.5390758005,4589.13934209378,2871.43529095913,12016.5800759642,4642.34933360603,5585.30697751247
"94",8835.62480565927,14747.5433239821,47607.1300125715,4683.51080619619,2915.75618586756,12288.9432327262,4712.26087326656,5712.56145604398
"95",6278.32848832355,10508.156596374,34098.3476840533,3344.46713883406,2071.84840114677,8792.70323243176,3347.17866082752,4088.04145619551
"96",6468.64030068094,10886.6375449739,35694.6926277876,3480.16589287963,2134.65129922471,9183.96656652229,3446.15361667961,4272.24871877907
"97",6589.26916978758,11127.7292810167,36720.6132430673,3566.99449691088,2174.4588260299,9434.13052461146,3508.85220855233,4390.62580206262
"98",6709.06411647434,11368.0558353099,37750.1775353282,3653.843988021,2213.99115843653,9684.18845473256,3571.08992515892,4509.42171259355
"99",6828.02678456002,11607.590735742,38783.1163401817,3740.69822444307,2253.24883890481,9934.08076574974,3632.86868555989,4628.60847568671
"100",6946.15937584574,11846.3095984643,39819.1715943478,3827.54190071176,2292.23259402909,10183.7514981983,3694.19065520787,4748.15921387851
"101",7063.46459729342,12084.189993235,40858.0958706215,3914.36050468666,2330.94331710683,10433.148115863,3755.05822046651,4868.04810225271
"102",7179.94561272655,12321.2113179765,41899.6519328196,4001.14027699606,2369.38205219976,10682.2213098807,3815.47396538722,4988.25032569805
"103",7295.60599864433,12557.3546818546,42943.6123099465,4087.86817275178,2407.54997955263,10930.9248145938,3875.44065053483,5108.74203801641
"104",7410.44970378056,12792.6027962411,43989.7588888201,4174.53182539523,2445.44840224759,11179.2152344239,3934.96119367437,5229.50032280182
"105",7524.48101207449,13026.9398729798,45037.8825244174,4261.11951254447,2483.07873398458,11427.0518810807,3994.03865214974,5350.50315601373
"106",7637.70450875291,13260.3515294156,46087.7826672057,4347.62012372038,2520.44248788846,11674.3966204613,4052.67620680153,5471.72937017012
"107",7750.12504925156,13492.8246996975,47139.2670067483,4434.02312983802,2557.54126625301,11921.213728635,4110.87714728624,5593.15862008885
"108",7861.7477307294,13724.3475518986,48192.1511308899,4520.31855435695,2594.3767511407,12167.4697563459,4168.64485867243,5714.77135010852
"109",7972.57786595279,13954.909410539,49246.2581998489,4606.49694599095,2630.95069576442,12413.1334015032,4225.98280920104,5836.54876272245
"110",8082.62095934661,14184.5006841238,50301.4186345648,4692.54935288419,2667.26491658438,12658.1753891596,4282.89453910792,5958.47278856219
"111",8191.88268502918,14413.1127973442,51357.4698186728,4778.46729816696,2703.32128605963,12902.5683585121,4339.38365041617,6080.52605766997
"112",8300.36886666299,14640.7381276127,52414.2558135003,4864.24275680963,2739.12172599879,13146.2867564893,4395.45379761438,6202.69187200138
"113",8408.08545896992,14867.3699456327,53471.6270855009,4949.86813369856,2774.66820146007,13389.3067375167,4451.10867914471,6324.95417910275
"114",8515.03853077229,15093.0023597217,54529.440245569,5035.33624286303,2809.96271515486,13631.6060690765,4506.35202963161,6447.29754690985
"115",8621.23424943365,15317.6302636318,55587.5577996973,5120.64028778618,2845.00730231311,13873.1640427073,4561.18761278819,6569.70713961677
"116",8726.67886658441,15541.2492876285,56645.8479104619,5205.7738427377,2879.80402597286,14113.9613901062,4615.6192149432,6692.1686945667
"117",8831.37870502738,15763.855752608,57704.1841688443,5290.73083506968,2914.35497265904,14353.9802040226,4669.6506391363,6814.66850011767
"118",8935.34014672741,15985.4466270488,58762.4453759195,5375.50552842068,2948.66224842005,14593.2038636509,4723.28569973414,6937.19337443946
"119",9038.56962179764,16206.0194866075,59820.5153339583,5460.09250677679,2982.72797519322,14831.6169642476,4776.52821752398,7059.73064519904
"120",9141.07359840214,16425.5724761854,60878.2826465164,5544.48665934117,3016.55428747271,15069.2052507167,4829.3820152452,7182.2681300945
